,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
1025,False,/roS6ISpQcvJZYCZZSonWSlGK2CF.jpg,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,967874,tt14860210,"['FR', 'SN']",fr,Tirailleurs,"1917. Bakary Diallo enlists in the French army to join his 17-year-old son, Thierno, who has been forcibly recruited. Sent to the front, they will have to face the war together. While Thierno learns to become a man, Bakary will do everything to bring him back safely.",6.223,/3xi52A7e1ZjEyLiXxanEyOdR8ma.jpg,"[{'id': 118657, 'logo_path': None, 'name': 'Korokoro', 'origin_country': 'FR'}, {'id': 72352, 'logo_path': '/sHcbW8s6UWGmlc9tLIHJF9rwoeT.png', 'name': 'UNITÉ', 'origin_country': 'FR'}, {'id': 174220, 'logo_path': None, 'name': 'Sy Possible Africa', 'origin_country': 'SN'}, {'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 210102, 'logo_path': None, 'name': 'Mille Soleils', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'SN', 'name': 'Senegal'}]",2023-01-04,8598322,109,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Fulah', 'iso_639_1': 'ff', 'name': 'Fulfulde'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Father & Soldier,False,6.0,226
1026,False,/cy7ymUaMEWRoig7LWXpfzaaw2vv.jpg,"{'id': 185682, 'name': 'The Adventures of Antoine Doinel Collection', 'poster_path': '/n2MB4q6J5xquctqzw6NTjnk2eFb.jpg', 'backdrop_path': '/zMMSgC2bG10Kvh7zCgJrSrgQwsW.jpg'}",0,"[{'id': 18, 'name': 'Drama'}]",,147,tt0053198,['FR'],fr,Les Quatre Cents Coups,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",10.211,/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,"[{'id': 53, 'logo_path': '/3cWJikm9MdWCMKdatuk8gDTa5xy.png', 'name': 'Les Films du Carrosse', 'origin_country': 'FR'}, {'id': 10897, 'logo_path': None, 'name': 'Sédif Productions', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1959-06-03,0,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Angel faces hell-bent for violence.,The 400 Blows,False,8.028,2162
1027,False,/8sPqpBfJXaM8XDCApFaDENeHxsJ.jpg,,390000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,997659,tt21230074,['HR'],hr,Sigurno mjesto,"A traumatic event – a sudden suicide attempt – opens a gap in the everyday life of a family of three. Their lives change fundamentally, as if they've been pulled into a war invisible to everyone else. The plot is limited to the most acute, a short period of time and a situation that boils down to the most important thing – to save a loved one. The film was based on the personal experience of the director, who also plays the leading role.",0.919,/m0Y9o3wTnHUppT5Q79FVD5tsToF.jpg,"[{'id': 164979, 'logo_path': '/mxqWZQylAWRyzDFbfDkjWPK3n0I.png', 'name': 'Pipser', 'origin_country': 'HR'}, {'id': 180723, 'logo_path': None, 'name': 'Zelena zraka', 'origin_country': 'HR'}, {'id': 850, 'logo_path': '/aF7qajGJGtMpdrtvssM9g90YanX.png', 'name': 'Eurimages', 'origin_country': 'FR'}, {'id': 20915, 'logo_path': '/g0ZgDi0m0RubOnoUFYaHsa8M5To.png', 'name': 'Hrvatska Radiotelevizija', 'origin_country': 'HR'}, {'id': 182210, 'logo_path': '/9at8VTMSKkGle6y7iSh6iU5ga9l.png', 'name': 'CineLink Co-Production Market', 'origin_country': 'BA'}, {'id': 156935, 'logo_path': '/1flX3ViePy3bIruKvBvTxBIcnOH.png', 'name': 'Slovenski filmski center (SFC)', 'origin_country': 'SI'}, {'id': 94128, 'logo_path': '/2omVaLOZ0fHG1jSmQbmbsqTkzWI.png', 'name': 'Hrvatski Audiovizualni Centar', 'origin_country': 'HR'}, {'id': 109601, 'logo_path': '/h7lZzSW1qODbko9SfxEoHcaMRFK.png', 'name': 'December', 'origin_country': 'SI'}]","[{'iso_3166_1': 'HR', 'name': 'Croatia'}, {'iso_3166_1': 'SI', 'name': 'Slovenia'}]",2023-08-24,0,102,"[{'english_name': 'Croatian', 'iso_639_1': 'hr', 'name': 'Hrvatski'}]",Released,Do you remember the dead cats and birds we'd find in the field in the summer?,Safe Place,False,5.9,9
1028,False,/zFi8k4xbWHwjHmFoWFTK4Dy7mMC.jpg,,0,"[{'id': 27, 'name': 'Horror'}]",,1008005,tt18072540,['ES'],es,La niña de la comunión,"May, 1987. While returning from a nightclub and after having taken drugs, new girl in town Sara and her friend Rebe find a doll wearing a communion dress. From that moment, their lives will become a living hell.",11.183,/n7h5qQErebTkp5YfbDxcu9sPxc8.jpg,"[{'id': 2875, 'logo_path': '/3fNapBvM3EHlyL9TxdP5qEOUNeN.png', 'name': 'Ikiru Films', 'origin_country': 'ES'}, {'id': 29566, 'logo_path': '/wHbtRtUnXGNzX0riQIpq1fcgueq.png', 'name': 'Atresmedia', 'origin_country': 'ES'}, {'id': 11652, 'logo_path': None, 'name': 'Warner Bros. Entertainment España', 'origin_country': 'ES'}, {'id': 113812, 'logo_path': '/n6SBbqa2mu8YLm6dIhxjDaWWZM7.png', 'name': 'La Terraza Films', 'origin_country': 'ES'}, {'id': 67412, 'logo_path': '/vgVqq5hunVs8GN5Je9d9rG7Q2NU.png', 'name': 'Movistar+', 'origin_country': 'ES'}, {'id': 108143, 'logo_path': '/yxZJXyWvt14g9e3Rk9zBi9PkOac.png', 'name': 'Orange', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-02-09,0,103,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Communion Girl,False,6.0,228
1029,False,/rvFeNpYimvtEEZgkhiBfXJA5oTf.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,1026563,tt21199996,['ES'],es,13 exorcismos,"After participating in a séance, young Laura begins to behave strangely. Alarmed, her parents ask Father Olmedo, one of the few exorcists authorized by the Vatican to intervene in cases of demonic possession, for help.",10.144,/kdaEAPrT3Dq7pPjdhfTgNyMeOnK.jpg,"[{'id': 126568, 'logo_path': None, 'name': 'Mr. Fields and Friends', 'origin_country': 'ES'}, {'id': 29566, 'logo_path': '/wHbtRtUnXGNzX0riQIpq1fcgueq.png', 'name': 'Atresmedia', 'origin_country': 'ES'}, {'id': 27628, 'logo_path': '/bh3pBLmTPkgrD41WqFzJ2hQgvaF.png', 'name': 'Bambú Producciones', 'origin_country': 'ES'}, {'id': 67412, 'logo_path': '/vgVqq5hunVs8GN5Je9d9rG7Q2NU.png', 'name': 'Movistar+', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2022-11-04,1891519,104,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,13 Exorcisms,False,5.8,170
1030,False,/sTBY6sbxiVy4NfUHCBKVrxQb6gP.jpg,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,1053587,tt20215670,['ES'],es,Fatum,"After receiving a tip-off, compulsive gambler Sergio returns to the betting house trying to recover all the money he has lost , but another gambler bursts into the place with a gun and a gunshot will change his life forever.",6.242,/xzmmJAa3OX302flRxg6fEf18FLL.jpg,"[{'id': 7345, 'logo_path': '/gB3XmmLmm3W4vpXyziCHHLtYpWN.png', 'name': 'Vaca Films', 'origin_country': 'ES'}, {'id': 108769, 'logo_path': '/riBQBny2Z3la03Wy8I27Ahn2spC.png', 'name': 'Playtime', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-04-12,0,98,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Fatum,False,6.3,91
1031,False,/5sl6GEHjvo0V2lGYlcCghTkUUzK.jpg,,10250000,"[{'id': 18, 'name': 'Drama'}]",https://www.alcarras-film.com/,804251,tt11930126,"['IT', 'ES']",ca,Alcarràs,"In a small village in Catalonia, the peach farmers of the Solé family spend every summer together picking fruit from their orchard. But when plans arise to install solar panels and cut down trees, the members of this tight-knit group suddenly face eviction – and the loss of far more than their home.",9.691,/sbFVJZAvd7a7n2aHEUtOyrQtAKo.jpg,"[{'id': 26174, 'logo_path': '/zXj7grtt7yW8pcaSZM0Wfefy634.png', 'name': 'Avalon', 'origin_country': 'ES'}, {'id': 118930, 'logo_path': '/lRBrUE7HoGl1BzPLmLIbnBIYbi3.png', 'name': 'Vilaüt Films', 'origin_country': 'ES'}, {'id': 94506, 'logo_path': '/pSTfyFTD439qICCIoycPg3LvVAU.png', 'name': 'Kino Produzioni', 'origin_country': 'IT'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2022-04-29,3324521,115,"[{'english_name': 'Catalan', 'iso_639_1': 'ca', 'name': 'Català'}]",Released,"For every family, there is a season.",Alcarràs,False,6.8,193
1032,False,/poYOQMm8lGGIdJ8JmCR1ilonc9j.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,1077684,tt21909682,['ES'],es,Samsara,"Samsara is the Buddhist cycle of death and reincarnation. From the temples of Laos, we will accompany a soul in its transit from one body to another through the bardo.",2.274,/xfuZAK2K7OJe3iBk58u40iohrNy.jpg,"[{'id': 187969, 'logo_path': '/Urg2aTxtxxk7Xbul8LfUSKeSdS.png', 'name': 'Señor y Señora', 'origin_country': 'ES'}, {'id': 48575, 'logo_path': '/OscpCIbffiYUF5uBdCA8eCAwgU.png', 'name': 'Filmin', 'origin_country': 'ES'}, {'id': 34217, 'logo_path': '/48h1xtqNLfHHalF8UNrZdQxSdZI.png', 'name': 'Jeonju International Film Festival', 'origin_country': 'KR'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-10-06,967213,117,"[{'english_name': 'Lao', 'iso_639_1': 'lo', 'name': ''}, {'english_name': 'Swahili', 'iso_639_1': 'sw', 'name': 'Kiswahili'}]",Released,,Samsara,False,7.1,8
1033,False,/n2t9tpRTIjC1GDtLSnOX76tH27S.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",https://dogtanianthemovie.com,768726,tt11777920,"['IN', 'ES']",es,D'Artacán y los tres mosqueperros,"France, 17th century, under the reign of Louis XIII. Dogtanian is an impetuous and innocent peasant from Gascony, as well as a skilled swordsman, who travels to Paris with the purpose of making his dream come true: to join the Corps of Muskehounds of the Royal Guard.",8.334,/tzc6gzLENIujnRIx7rUjN1FIhn5.jpg,"[{'id': 150199, 'logo_path': None, 'name': 'Apolo Films', 'origin_country': 'ES'}, {'id': 150200, 'logo_path': '/qeH71gxMQ82Fwm1zdT37mp9jDG5.png', 'name': 'Cosmos-Maya', 'origin_country': 'IN'}, {'id': 981, 'logo_path': '/pkrdO9ykplO4Zc8edikoSX5APUN.png', 'name': 'TVE', 'origin_country': 'ES'}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2021-06-25,0,89,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,One for all and all for one!,Dogtanian and the Three Muskehounds,False,6.7,113
1034,False,/6pIOwyiyPmuNVBpn5g2cYln6c2n.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,1091044,tt7710588,['ES'],es,Esperando a Dalí,"Fernando, a talented chef, arrives to the village of Cadaqués during the 70s, residence of the internationally renowned Salvador Dalí. The paths of the chef and the artist will cross and cause the birth of a new culinary genius.",1.986,/xCZDZoISm5Xp89CGA87IK6REdDD.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-06-15,0,114,"[{'english_name': 'Catalan', 'iso_639_1': 'ca', 'name': 'Català'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Waiting for Dali,False,6.4,10
1035,False,/uOJJfUrlLwPcH9mNfTBzdVLWDPR.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://www.filmfactoryentertainment.com/films/el-cuco,1064801,tt12748562,"['ES', 'US']",es,El cuco,"Two couples, Marc and Anna, from Spain, and Hans and Olga, from Germany, swap their homes for vacation.",5.331,/jHHq6ttKTiNVIliM2B5ewwWOEaB.jpg,"[{'id': 11651, 'logo_path': '/i5JILeNrP9piqdJWmfQCbTHQKJf.png', 'name': 'Rodar y Rodar', 'origin_country': 'ES'}, {'id': 22815, 'logo_path': '/rl2eErYH6KXjxmDXcRwUfs8N6BC.png', 'name': 'Barry Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-09-15,0,99,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Be careful who enters your nest.,The Cuckoo's Curse,False,5.279,34
1036,False,/8J5GetxLHw6R380GUBEmH95dvrl.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 10749, 'name': 'Romance'}]",https://www.sonyclassics.com/film/strangewayoflife,963765,tt13055264,['ES'],es,Extraña forma de vida,"After 25 years, an ex hired gun visits his old colleague, who is now a small town sheriff. Their past relationship is explored, as is how they reflect on it in the present.",9.422,/uKOSFVplHUtvjtDEE5N4x8Hs9vL.jpg,"[{'id': 49, 'logo_path': '/xpf5iHdvvBtsH8jBMlgIJHAET0c.png', 'name': 'El Deseo', 'origin_country': 'ES'}, {'id': 139680, 'logo_path': '/kfmKLkXqqrScA5l7aYcROQSqeTz.png', 'name': 'Saint Laurent', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-05-26,1057090,31,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Strange Way of Life,False,6.373,304
1037,False,/5IxQYCNd0pU8wYDrvHiVIaWDWGX.jpg,,17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,1933,tt0230600,['US'],en,The Others,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",34.042,/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,"[{'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 44, 'logo_path': '/6Hs6K20Hz1W9W1Tiam5QN2Kpx8V.png', 'name': 'Cruise/Wagner Productions', 'origin_country': 'US'}, {'id': 692, 'logo_path': '/mKVxLKcaUmevZUfxsuKzfIoeSw.png', 'name': 'Sogecine', 'origin_country': 'ES'}, {'id': 778, 'logo_path': None, 'name': 'Las Producciones del Escorpion', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-02,210002906,104,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Sooner or later they’ll find you.,The Others,False,7.609,6596
1038,False,/bKWFetR4injOJXOGHeLuTD7wHI4.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",,994128,tt13968380,['ES'],es,Viejos,"An octogenarian named Manuel falls into a state of dementia after the sudden suicide of his wife, sparking a series of paranormal events that will put his family’s lives at risk.",4.741,/hrnpp4PwwOHUapDr1kwxH59k6Z6.jpg,"[{'id': 155386, 'logo_path': '/5h00BUaH3atYYhwqcUQNoJxk599.png', 'name': 'La Dalia Films', 'origin_country': 'ES'}, {'id': 144696, 'logo_path': None, 'name': 'Persons Films', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-04-21,0,95,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Now it's too late.,The Elderly,False,5.7,36
1039,False,/pCYNEhq8gAJwEUNSvmkqDbPb98o.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,1078920,tt15850538,['ES'],es,#Unicornios,"Isa is a feminist, bisexual, and polyamorous posh girl, she passionately defends her life. When Guillem proposes to be a monogamous couple, Isa is not sure if he wants to change her life and, given her lack of decision, Guillem decides to break the relationship. Living in a world of appearances and comforts, her contradictions come to light and her universe is crumbling at the blow of likes and moral judgments in this web that social networks have become.",2.325,/dEE5RMTobQ0SnJPrX5ZYG9dXI4y.jpg,"[{'id': 63364, 'logo_path': '/2G8KkpFzSFsuz7dkM9NbtpoKNEl.png', 'name': 'Inicia Films', 'origin_country': 'ES'}, {'id': 88315, 'logo_path': '/jzFAYkyiwr2dlTpbfbwEk8gDRgQ.png', 'name': 'Jaibo Films', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2023-05-19,0,93,"[{'english_name': 'Catalan', 'iso_639_1': 'ca', 'name': 'Català'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Unicorns,False,4.7,12
1040,False,/pZkhtaqZzcTSz2e5GxUj3CM6jz6.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,913991,tt15128358,['ES'],es,Modelo 77,"Modelo Prison. Barcelona, 1977. Manuel, a young accountant, imprisoned and awaiting trial for embezzlement, faces a sentence of 6 to 8 years, a disproportionate punishment for the crime committed. Together with his cellmate Pino, he joins forces with COPEL, a collective fighting for the rights of ordinary prisoners and amnesty. A war for freedom breaks out that will bring the Spanish prison system to its knees. If things are changing outside, they’ll have to do the same inside. A tale of friendship, solidarity and freedom, inspired in true events.",10.517,/8NmaPNP3NS0Ok6sL1fT6ZSnw5OF.jpg,"[{'id': 7342, 'logo_path': '/wNfgwQ0kzY74pSAf8mmguPI5nHX.png', 'name': 'Atípica Films', 'origin_country': 'ES'}, {'id': 67412, 'logo_path': '/vgVqq5hunVs8GN5Je9d9rG7Q2NU.png', 'name': 'Movistar+', 'origin_country': 'ES'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2022-09-23,0,125,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Prison 77,False,7.05,160
1041,False,/9oAqll65ytlOBLzZwUwkmo5RwIK.jpg,"{'id': 988126, 'name': 'Brahmāstra Collection', 'poster_path': '/ck6Z6x218eHrb4XVFJNpgzVGkjT.jpg', 'backdrop_path': '/bJcCBEQBZzJdPMAoguyHGGDfkY9.jpg'}",22000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,496331,tt6277462,['IN'],hi,ब्रह्मास्त्र पहला भाग: शिवा,"The story of Shiva – a young man on the brink of an epic love, with a girl named Isha. But their world is turned upside down when Shiva learns that he has a mysterious connection to the Brahmāstra... and a great power within him that he doesn’t understand just yet - the power of Fire.",9.613,/x61qdvHIsr9U53FwoLVDQqAGur0.jpg,"[{'id': 19146, 'logo_path': '/5Ff25ornzVNhm5skuAvMAR556NB.png', 'name': 'Dharma Productions', 'origin_country': 'IN'}, {'id': 15357, 'logo_path': '/uvaRT02pY9U8qLH8a9WwwAroDqr.png', 'name': 'Prime Focus', 'origin_country': 'IN'}, {'id': 71121, 'logo_path': None, 'name': 'Starlight Pictures', 'origin_country': 'IN'}, {'id': 193910, 'logo_path': '/5Mev9se2yUIi4YVlAmNJfN7ArHZ.png', 'name': 'Star Studios', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2022-09-08,0,168,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,The God of all elements.,Brahmāstra Part One: Shiva,False,6.4,172
1042,False,/3Sdi32wfIIOtDz1hYik6bGe1iWC.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",https://777charlie.com/,634120,tt7466810,['IN'],kn,777 ಚಾರ್ಲಿ,Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie who is naughty and energetic which is a complete contrast with the Dharma’s character enters his life and gives him a new perspective towards it.,8.517,/qArPmXH0aWsT3SEtYl8XrU2Oz48.jpg,"[{'id': 86211, 'logo_path': '/77IiYu20IYXwyd3ma42qyzsSCPb.png', 'name': 'Paramvah Studios', 'origin_country': 'IN'}, {'id': 176175, 'logo_path': None, 'name': 'KVN Productions', 'origin_country': 'IN'}, {'id': 44161, 'logo_path': '/tQ3Kj23ep0PN3HsHbtoVCDOCKnw.png', 'name': 'Suresh Productions', 'origin_country': 'IN'}, {'id': 95823, 'logo_path': '/guoPHeFGMZSXvMnF8zNnOgWPuGO.png', 'name': 'Stone Bench Creations', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2022-06-10,0,166,"[{'english_name': 'Kannada', 'iso_639_1': 'kn', 'name': '?????'}]",Released,A Tale of Dharmaraj in Kaliyug,777 Charlie,False,7.6,51
1043,False,/nJGR4hdJJntrvYGphDzXlTj5jAI.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,872556,tt15386680,['IN'],bn,দোস্তজী,Two 8-year-old boys navigate a growing religious divide in this beautifully observed portrait of childhood set after the destruction of India’s Babri Mosque.,0.342,/ArI0Qy5hfASykcqoIMpgELxyXMs.jpg,"[{'id': 172236, 'logo_path': None, 'name': 'Kathak Talkies', 'origin_country': ''}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2022-11-11,0,111,"[{'english_name': 'Bengali', 'iso_639_1': 'bn', 'name': 'বাংলা'}]",Released,,Dostojee,False,8.5,1
1044,False,/pOee0WfMHRB8VvUnmZ9xhXzW2pF.jpg,,2000000,"[{'id': 18, 'name': 'Drama'}]",http://www.lastfilmshow.net,821494,tt9681686,['IN'],gu,છેલ્લો શો,A 9-year-old boy in a remote village in India begins a lifelong love affair with cinema when he bribes his way into a rundown movie palace and spends a summer watching movies from the projection booth.,3.554,/3tvIGzDfcCQjRv8ZTzlEMoszT0j.jpg,"[{'id': 13198, 'logo_path': '/TPhXQ2AxvPOZVX4NptVLKSpPx0.png', 'name': 'Monsoon Films Private Limited', 'origin_country': 'IN'}, {'id': 166051, 'logo_path': '/sAjwoxKZNmeTdCGYvhtKcgObH4t.png', 'name': 'Jugaad Motion Pictures', 'origin_country': 'IN'}, {'id': 38964, 'logo_path': '/xewC73vpzCMGVTWNUZFHfhGOoL8.png', 'name': 'Incognito Films', 'origin_country': 'FR'}, {'id': 85847, 'logo_path': None, 'name': 'Virginie Films', 'origin_country': 'FR'}, {'id': 124042, 'logo_path': '/yAphiXGgomJpDZfHYpjw3FX975R.png', 'name': 'Roy Kapur Films', 'origin_country': 'IN'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IN', 'name': 'India'}]",2022-01-06,0,110,"[{'english_name': 'Gujarati', 'iso_639_1': 'gu', 'name': ''}]",Released,The future belongs to storytellers.,Last Film Show,False,7.5,38
1045,False,,,0,"[{'id': 27, 'name': 'Horror'}]",,1121962,,['ID'],id,Sewu Dino: Sequence Zero,An introduction to the world of Sewu Dino which tells a tradition of 'Basuh Sedho'.,0.129,/3K5aWSz7oDYG54jczblBEHUBHJ4.jpg,"[{'id': 5344, 'logo_path': '/QDZf41MZk122e61pZ4IDhwRGkW.png', 'name': 'MD Pictures', 'origin_country': 'ID'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",2022-12-29,0,12,"[{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Released,,Sewu Dino: Sequence Zero,False,0.0,0
1046,False,/nPdOY4vxwpFI9zjQZlyLTOXYN3.jpg,"{'id': 991946, 'name': ""Satan's Slaves Collection"", 'poster_path': '/heI32V3XGEjG1eDrbWhbi388zye.jpg', 'backdrop_path': None}",900000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,925786,tt16915972,['ID'],id,Pengabdi Setan 2: Communion,"After moving from their home to an apartment building, a new terror awaits Rini’s family.",14.197,/6Hp3eaih3UxpAOUvgsFS9TvVpPD.jpg,"[{'id': 7872, 'logo_path': '/5zodgZbBTlY5PAviS6KxOCyOlGH.png', 'name': 'Rapi Films', 'origin_country': 'ID'}, {'id': 104946, 'logo_path': '/qwq74morPMzy1QzkxUqhbrelDfu.png', 'name': 'Sky Media', 'origin_country': 'ID'}, {'id': 72491, 'logo_path': None, 'name': 'Brown Entertainment', 'origin_country': ''}, {'id': 198917, 'logo_path': '/rcQ9T6tnlNky6jPXVkswITn1Tsq.png', 'name': 'Come and See Pictures', 'origin_country': 'ID'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",2022-07-30,5909528,119,"[{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Released,A mother's terror is forever.,Satan's Slaves 2: Communion,False,7.1,61
