tw_id,production_country,tw_title,tw_release_date
25321,美國,限時引爆,2023-08-21
25178,美國,奪魂鋸,2023-09-01
24662,美國,大愚樂家,2023-06-16
23713,美國,噩夢輓歌 4K數位修復版,2023-03-17
23787,美國,鬼玩人 4K數位修復版,2023-04-07
25772,美國,飢餓遊戲：自由幻夢 終結戰,2023-11-10
23839,美國,《樂隊舞台》——男孩們回來了（音樂劇）,2023-04-18
23234,美國,過去那五年（音樂劇）,2023-04-06
25993,美國,樹懶殺三小,2023-11-03
23437,美國,日出日落：屋頂上的提琴手,2023-01-27
23572,美國,BILLIE EILISH: LIVE AT THE O2 （戲院加長版）,2023-01-27
23415,美國,血仇生死鬥,2023-03-03
26213,美國,闇之祭,2023-12-01
23797,美國,愛瑪（音樂劇）,2023-04-21
25729,美國,飢餓遊戲：星火燎原,2023-10-20
8985,美國,布拉格的春天,2018-06-01
24881,美國,我的左派老師,2023-07-14
25086,美國,與狼共舞,2023-08-04
24841,美國,謎霧莊園,2023-07-07
25801,美國,飢餓遊戲：自由幻夢,2023-10-20
25187,美國,我的藍莓夜,2023-08-18
26324,美國,壁花男孩,2023-12-01
24661,美國,飢餓遊戲,2023-11-03
20138,美國,驚爆點,2023-03-03
25070,美國,冰風暴,2023-08-11
23892,美國,捍衛任務,2014-10-31
24377,美國,非關男孩,2023-05-19
23652,美國,珍愛熱線,2023-02-10
25175,美國,愛情，不用翻譯 ,2023-09-03
24256,突尼西亞,燃起希望之火,2023-05-26
25040,俄羅斯,雪后奇緣,2023-08-18
24880,俄羅斯,喵喵博物館(英文版),2023-08-11
23704,俄羅斯,胡桃鉗與魔笛公主的奇幻冒險(英文版),2023-02-24
25344,俄羅斯,德古拉的新娘 ,2023-10-06
23838,俄羅斯,公主與野獸,2023-03-31
23462,俄羅斯,柴可夫斯基的妻子,2023-04-14
18826,阿根廷,革命前夕的摩托車日記,2005-02-25
24253,波蘭,鷹勇潛艦,2023-05-19
25343,法國/義大利,神父李昂莫罕,2023-09-16
24490,法國/美國,馬克斯，我的愛,2023-06-01
26257,法國,人犬,2023-12-29
6210,法國,艾蜜莉的異想世界,2002-03-08
23376,法國,親密,2022-12-30
24073,法國,聖母院大火：世紀浩劫,2023-04-14
25764,法國,杜巴利伯爵夫人,2023-10-20
23859,法國,我的2年妓女生涯,2023-05-19
24284,法國,摘星甜點王,2023-05-19
5183,法國,花神咖啡館,2012-12-21
17412,法國,85年的夏天,2020-12-18
23550,法國,不離職冒險王,2023-02-24
24095,法國,燃燒的玫瑰,2023-05-05
23837,法國,再一次勇敢跳躍,2023-04-07
23712,法國,無人相信的真相,2023-03-11
25828,法國,進化症候群,2023-12-01
7310,法國,不思議女人,2017-11-24
24117,法國,豪門心計,2023-06-02
23933,法國,追兇12夜,2023-03-25
25413,法國,榮耀之路,2023-09-21
15218,法國,星星知我心,2020-01-10
24522,法國,烈火浩劫,2023-06-02
25461,法國,塞納河上的船屋,2023-10-06
23827,法國,爛人,2023-06-02
23420,法國,玩具當家,2023-03-01
25042,法國,我和喵喵的冒險旅行  ,2023-08-18
23945,法國,聖奧梅爾殺嬰案,2023-06-09
23872,法國,小淘氣尼古拉：快樂的源頭,2023-03-24
26368,法國,青春 (春),2023-12-15
23666,法國,揮灑心篇章,2023-05-05
25352,法國,交響狂花,2023-10-20
23857,法國,聖蛛,2023-03-17
24063,法國,詭樓,2023-04-21
23546,法國,販愛天堂,2023-03-24
23660,法國,盲柳與沉睡的女人,2023-02-24
26247,法國,像高達一樣寂寞,2023-12-15
24573,法國,她和他的女兒,2023-07-21
25423,法國,冬日男孩,2023-09-22
23792,法國,唐璜羅曼死,2023-03-27
23493,法國,回到首爾,2023-02-24
26382,法國,愛情轉移,2023-12-29
22715,法國,愛在生命終結時,2023-02-03
25983,法國,琳達想吃雞!(中文版),2023-11-10
25323,法國,野獸們,2023-10-27
25745,法國,小嫉妒,2023-11-03
25118,法國,勇闖太空,2023-08-09
23904,法國,正年輕,2023-04-14
23785,法國,尋找第5味,2023-03-10
26266,法國,茱莉亞四重奏,2023-11-10
24313,法國,安妮艾諾 超八時光,2023-06-02
23392,法國,地下疑雲,2023-01-06
23932,法國,五個惡魔,2023-08-04
24072,法國,玫瑰母親,2023-04-21
23285,法國,西蒙娜：世紀之聲,2023-01-06
24871,法國,我們的最強暑假,2023-07-28
25246,法國,科西嘉的那個夏天 ,2023-09-18
4395,法國,紅圈,2016-05-20
7634,法國,影子軍隊,2023-09-16
25763,法國, 小嫉妒,2023-11-03
7635,法國,沉默之海,2023-09-15
24032,法國,中國女人,2023-12-09
24488,法國,盛開紫羅蘭：西蒙波娃與薇奧麗賴朵絲,2014-07-04
25342,法國,賭徒鮑伯,2023-09-17
19736,法國,廣島之戀,2023-05-29
24485,法國,印度之歌,2023-05-28
24484,法國,莒哈絲最後的情人,2023-05-27
24486,法國,長別離,2023-05-30
26367,法國,也許是因為美的決心,2023-12-10
24483,法國,留愛在蔚藍海岸,2023-05-31
23897,法國,玫瑰母親,2023-04-02
23957,法國,戰爭開打之際,2023-04-01
18751,法國,四百擊,2023-04-16
18814,法國,雙面薇若妮卡 經典數位修復,2024-03-01
18815,法國,紅色情深 經典數位修復,2023-10-14
18848,法國,白色情迷 經典數位修復,2023-10-07
25591,克羅埃西亞,幸福的所在,2023-10-13
23858,西班牙,駭人骨娃娃,2023-05-26
24498,西班牙,驅魔13,2023-10-27
25130,西班牙,24小時賭命倒數,2023-08-25
23754,西班牙,桃子樹的最後豐收,2023-03-31
26214,西班牙,轉生幻夢,2023-12-01
16868,西班牙,高跟鞋 經典數位修復,2020-10-30
26092,西班牙,與達利有約,2023-12-08
25101,西班牙,換宿夜驚魂,2023-09-11
26349,西班牙,荒漠斷背情,2023-12-15
24213,西班牙,神鬼第六感,2023-05-05
24051,西班牙,屍智症,2023-04-21
24859,西班牙,情慾獨角獸,2023-07-14
23560,西班牙,驚獄77,2023-01-27
23828,印度,幸運狗狗來造訪,2023-07-20
24494,印度,永遠的好麻吉,2023-07-28
26150,印尼,屍禁,2023-12-01
24260,印尼,鬼噤聲,2023-05-05
24867,冰島,神選之地,2023-08-25
23354,伊朗,片場風暴,2023-01-27
25177,伊朗,德黑蘭雙面疑雲,2023-09-15
24497,伊朗,這裡沒有熊,2023-06-03
24515,伊朗,三張面孔,2023-06-03
24045,伊朗,萊拉兄弟,2023-05-05
23488,立陶宛,萬惡世代,2023-01-27
23566,加拿大,長春事件,2023-03-26
24138,加拿大,烈火焚身,2023-05-19
25168,加拿大,生命之舞,2023-09-08
23963,加拿大,絕命控制,2023-04-28
24349,加拿大,飯捲男孩乖乖睡 ,2023-07-21
23213,加拿大,演員夢,2023-05-12
24474,加拿大,沙特與波娃,2023-06-03
26377,加拿大,童魘,2023-12-08
23352,以色列,她和她們的電影課,2023-01-06
24491,日本/法國/英國,御法度,2023-05-30
23742,日本,鈴芽之旅,2023-02-25
24529,日本,名偵探柯南 黑鐵的魚影,2023-07-06
25730,日本,蒼鷺與少年(日文版) ,2023-10-06
23662,日本,「鬼滅之刃」上弦集結，前進刀匠村,2023-02-17
24939,日本,新次元！蠟筆小新電影超能力大決戰～飛吧！手卷壽司～,2023-08-04
24925,日本,電影哆啦A夢：大雄與天空的理想鄉,2023-07-21
23956,日本,鏡之孤城,2023-03-31
24544,日本,BLUE GIANT 藍色巨星,2023-06-02
23537,日本,屁屁偵探 : 天才惡人屁屁亞蒂,2023-01-20
23836,日本,名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜,2023-03-24
16264,日本,阿基拉,2020-06-24
24969,日本,青春豬頭少年不會夢到嬌憐外出妹,2023-08-18
23473,日本,新世紀福音戰士新劇場版：終,2023-02-03
14011,日本,青春豬頭少年不會夢到懷夢美少女,2019-09-27
14811,日本,HELLO WORLD,2019-11-15
26383,日本,青春豬頭少年不會夢到紅書包女孩,2023-12-15
24431,日本,新．假面騎士,2023-05-31
25895,日本,數碼寶貝02 THE BEGINNING,2023-10-24
23783,日本,魔女宅急便(日語版),2023-03-31
23353,日本,巧虎電影　巧虎與塔魯王子,2023-01-13
25400,日本,劇場版IDOLiSH7-偶像星願- LIVE 4bit BEYOND THE PERiOD<DAY2>,2023-09-22
26122,日本,電影版 勿說是推理,2023-11-10
24914,日本,GRIDMAN UNIVERSE,2023-07-14
25350,日本,劇場版IDOLiSH7-偶像星願- LIVE 4bit BEYOND THE PERiOD<DAY1>,2023-09-22
24087,日本,電影版 佐佐木與宮野 畢業篇,2023-04-21
25776,日本,劇場版城市獵人：天使之淚,2023-10-06
24781,日本,惡靈古堡：死亡島,2023-06-29
23638,日本,僕愛君愛：致深愛妳的那個我,2023-02-10
23948,日本,美麗的他電影版,2023-04-01
23637,日本,僕愛君愛：致我深愛的每個妳,2023-02-10
8693,日本,坂本龍一：終章,2018-07-13
18297,日本,令人討厭的松子的一生,2021-03-26
24118,日本,我的幸福婚約,2023-05-12
24575,日本,SEE HEAR LOVE 看不見聽不見也愛你,2023-06-25
25324,日本,劇場版 少女☆歌劇 Revue Starlight,2023-09-08
26242,日本,歡迎來到駒田蒸餾所,2023-12-08
24335,日本,超人力霸王德卡 最終章 朝向旅程的彼方‧‧‧,2023-06-10
17242,日本,感官世界,2020-10-30
23923,日本,王立宇宙軍～歐尼亞米斯之翼～：4K數位修復版,2023-04-23
25398,日本,岸邊露伴在羅浮,2023-09-15
25105,日本,忌怪島,2023-08-11
25341,日本,天元突破劇場版 紅蓮螺巖 螺巖篇,2023-10-20
25304,日本,天元突破劇場版 紅蓮螺巖 紅蓮篇,2023-10-13
24096,日本,電影刀劍亂舞-黎明-,2023-04-21
25815,日本,特別篇 吹響吧！上低音號～合奏團競賽篇～,2023-10-20
25029,日本,電影版TOKYO MER：行動急診室,2023-07-28
23935,日本,月之圓缺,2023-04-21
25934,日本,數碼寶貝02 THE BEGINNING_國語版,2023-10-27
24308,日本,金之國水之國,2023-05-12
23663,日本,愛是自私,2023-04-21
23962,日本,假面騎士劇場版 Battle Royale,2023-04-14
25412,日本,麵包超人電影版：樂波莉與暖呼呼禮物,2023-10-06
24372,日本,快一秒的他,2023-05-20
24317,日本,湯道,2023-05-12
24033,日本,百花,2023-04-07
19242,日本,東京復仇者,2021-09-10
25117,日本,來自雪國的遺書,2023-08-18
25245,日本,少女☆歌劇 Revue Starlight RONDO RONDO RONDO,2023-09-15
25267,日本,GHOSTBOOK 妖怪圖鑑,2023-09-01
23341,日本,那個男人,2023-01-10
25761,日本,詭屋,2023-11-03
24089,日本,心之谷,2023-04-25
25072,日本,#人孔,2023-08-04
24835,日本,暗湧情事,2023-07-07
24715,日本,SSSS. GRIDMAN 劇場總集篇,2023-06-21
26313,日本,東尼瀧谷:數位經典版,2023-12-22
21992,日本,航海王劇場版 : 紅髮歌姬,2022-08-19
26454,日本,寬鬆世代又怎樣：INTERNATIONAL,2023-12-22
26478,日本,窗邊的小荳荳,2023-12-19
24341,日本,惠子不能輸,2023-07-21
24212,日本,貞子 DX,2023-06-02
26253,日本,鄰人Ｘ：謎樣的女子,2023-12-08
24913,日本,四月物語：數位修復版,2023-08-16
25320,日本,斷捨離天堂,2023-09-15
24112,日本,指尖上綻放的愛,2023-05-05
24789,日本,SSSS.DYNAZENON 劇場總集篇,2023-06-30
25039,日本,銀河鐵道之父,2023-08-04
8749,日本,幻之光,2018-06-08
26227,日本,東京復仇者2：血腥萬聖節 前篇─命運,2023-11-10
24050,日本,厄林,2023-04-14
26226,日本,東京復仇者2：血腥萬聖節 後篇─決戰,2023-12-08
24086,日本,Fishmans,2023-04-21
23224,日本,舌尖上的禪,2023-01-19
23438,日本,彬與瑛,2023-01-06
23603,日本,追海豚的長崎夏日,2023-02-17
8878,日本,無人知曉的夏日清晨,2018-06-08
24468,日本,名偵探神助理：黃金螺旋之謎,2023-06-02
23700,日本,我們的黎明,2023-02-24
25079,日本,千輝同學未免甜得過火,2023-08-18
25106,日本,電影哆啦A夢 - 大雄的秘密道具博物館,2023-09-28
18637,日本,天外者,2021-05-07
26139,日本,天一亮，就想見到你,2023-11-12
26279,日本,花腐,2023-12-01
8747,日本,下一站，天國,2016-12-15
25317,日本,黑夜遊行,2023-07-21
24972,日本,電影哆啦A夢 - 新‧大雄的宇宙開拓史,2023-09-01
8873,日本,橫山家之味,2018-06-08
26398,日本,銀河鐵道之夜,2023-12-22
24954,日本,假裝沒事,2023-07-28
25078,日本,電影哆啦A夢 - 大雄的人魚大海戰,2023-09-08
25632,日本,名偵探麻里子最悲慘的一天,2023-10-20
25131,日本,善良的牧本先生,2023-09-15
25059,日本,親密（前編）,2023-08-12
25023,日本,電影哆啦A夢：新大雄的大魔境 - 扁扁與5人之探險隊,2023-10-06
26515,日本,坂本龍一：OPUS,2023-12-31
23826,日本,電影版殘念生物事典,2023-03-31
25043,日本,電影哆啦A夢 - 新‧大雄與鐵人兵團,2023-09-15
24728,日本,呼叫愛美子,2023-08-18
25129,日本,觸不到的肌膚,2023-09-28
23492,日本,怪談比留子,2023-03-10
25127,日本,電影哆啦A夢：大雄與奇跡之島,2023-09-22
25062,日本,景深之中,2023-08-11
25071,日本,親密（後編）,2023-08-12
24753,日本,銀平町的電影時光,2023-07-14
24109,日本,離不開你的依賴,2023-04-19
25011,日本,電影哆啦A夢 - 大雄之宇宙英雄記,2023-10-13
24876,日本,謎樣的你,2023-07-28
25041,日本,夏洛克的孩子們,2023-08-04
23145,日本,她喜歡的是,2023-06-21
25243,日本,冰淇淋般的愛戀,2023-09-28
24514,日本,渴水,2023-09-01
25313,日本,明天星期一,2023-10-20
25241,日本,破案天才伽利略：嫌疑犯X的獻身,2008-12-24
23554,日本,天間莊三姊妹,2023-01-31
23602,日本,霍爾的移動城堡,2023-02-01
24834,日本,百合的雨聲,2023-06-16
5513,日本,儀式,2016-12-16
23312,日本,手,2023-02-17
23235,日本,夜鷹的單戀,2023-01-06
24060,日本,這就是我,2023-04-28
24992,日本,超市之女,2023-08-20
25176,日本,破案天才伽利略：真夏方程式,2013-07-05
23123,日本,艾莉絲旅館,2023-03-24
24108,日本,扶桑花女孩之舞,2023-04-28
24993,日本,女稅務員,2023-08-19
23639,日本,愛情失格,2023-02-10
24994,日本,受監護的女人,2023-08-22
23121,日本,唱出戀愛的苦惱,2023-01-06
25099,日本,民暴之女,2023-08-20
26193,日本,託生君系列：很長很長的故事開始的早晨,2023-11-17
24432,日本,愛的密語,2023-05-26
24418,日本,六月之蛇,2023-06-09
26360,日本,馬爾多羅之歌/嘗試對一寸法師進行記述/二頭女-影之映畫/讀書機,2023-12-11
26359,日本,檻囚/蝶服記/迷宮譚/疱瘡譚/橡皮擦,2023-12-08
24991,日本,靜靜的生活,2023-08-21
25100,日本,女稅務員2,2023-08-19
14475,日本,絞死刑,2023-05-28
24755,日本,死亡解剖,2023-08-25
26492,日本,魔法公主,2023-12-30
26545,日本,崖上的波妞,2024-01-05
26364,日本,革命＋1,2023-12-08
24200,日本,鐵男：金屬獸,2023-07-28
26365,日本,簡稱：連續射殺魔,2023-12-08
25244,日本,BE : the ONE,2023-08-25
24996,日本,鴻運女,2023-08-19
24995,日本,大病人,2023-08-21
26363,日本,赤軍殘酷內鬥暗黑史,2023-12-12
23784,日本,人體動物圖鑑：烏龜的殼其實是肋骨,2023-03-17
24310,日本,鐵男II：血肉橫飛,2023-07-28
24480,日本,白晝的惡魔,2023-06-03
24479,日本,日本春歌考,2023-05-31
24482,日本,青春殘酷物語,2023-05-27
24481,日本,太陽的墓場,2023-05-28
26366,日本,赤軍：PFLP世界戰爭宣言,2023-12-09
24478,日本,無理心中日本之夏,2023-05-30
24477,日本,歸來的醉漢,2023-05-28
26352,日本,千年決鬥,2023-12-22
24999,日本,狂琴畸戀,2023-10-27
24754,日本,飛躍吧！金牌英雄,2023-07-15
24094,巴基斯坦,愛情美樂地,2023-02-17
24088,巴勒斯坦,地中海發燒友,2023-04-21
18107,丹麥,醉好的時光,2021-03-05
26121,丹麥,壞教慾女孩,2023-12-22
23535,中華民國,關於我和鬼變成家人的那件事,2023-02-10
25104,中華民國,粽邪3 :鬼門開,2023-08-25
24818,中華民國,請問，還有哪裡需要加強,2023-07-28
25590,中華民國,周處除三害,2023-10-06
25306,中華民國,女鬼橋2：怨鬼樓,2023-10-13
23843,中華民國,做工的人電影版,2023-03-31
25116,中華民國,我的麻吉4個鬼,2023-08-18
23409,中華民國,我的婆婆怎麼把ＯＯ搞丟了,2023-01-13
24035,中華民國,化劫,2023-06-20
24066,中華民國,速命道,2023-04-27
25994,中華民國,BIG,2023-12-01
23506,中華民國,詐團圓,2023-01-20
25586,中華民國,惡女,2023-10-27
24014,中華民國,疫起,2023-04-07
24663,中華民國,查無此心,2023-09-08
14895,中華民國,悲情城市,1989-10-21
23671,中華民國,本日公休,2023-02-26
23408,中華民國,山中森林,2023-01-13
25063,中華民國,老狐狸,2023-11-24
25149,中華民國,我最愛的笨男人,2023-09-08
23419,中華民國,山椒魚來了,2023-02-10
23926,中華民國,車頂上的玄天上帝,2023-11-11
16901,中華民國,海霧,2020-09-11
25422,中華民國,小曉,2023-12-08
25222,中華民國,他馬克老闆,2023-09-28
26076,中華民國,赤心巔峰,2023-12-25
24370,中華民國,南方，寂寞鐵道,2023-06-09
25335,中華民國,成功補習班,2023-09-22
23831,中華民國,我和我的賽車老爸,2023-08-09
23961,中華民國,青春並不溫柔,2023-10-27
24054,中華民國,不能流淚的悲傷,2023-04-21
23795,中華民國,守護黑面琵鷺,2023-03-24
24023,中華民國,消失的紫斑蝶,2023-05-19
25818,中華民國,撼山河 撼向世界,2023-11-01
23729,中華民國,九槍,2023-03-14
18550,中華民國,溟溟,2023-06-16
24239,中華民國,我的天堂城市,2023-09-15
15447,中華民國,日子,2023-10-27
25334,中華民國,邀阿公阿嬤拍B級殭屍片,2023-10-13
25728,中華民國,少男少女,2023-11-17
24009,中華民國,油麻菜籽,1984-01-01
24053,中華民國,空巢,2023-04-21
25103,中華民國,蘭陵40─演員實驗教室,2023-09-08
23611,中華民國,機甲英雄 劇場版 我與我等於無限大(國語版),2023-08-04
24257,中華民國,WOMEN 我們不知道的事,2023-11-10
26220,中華民國,花若盛開,2023-11-18
25312,中華民國,愛是一把槍,2023-12-15
21373,中華民國,夢遊樂園,2023-03-15
23835,中華民國,炸彈客,2023-04-21
25897,中華民國,新寶島曼波,2023-10-31
24036,中華民國,擒慾女王,2023-05-19
24012,中華民國,麻罪犯,2023-04-28
24011,中華民國,獸刑,2023-08-04
24013,中華民國,花開富貴,2023-06-09
24044,中華民國,X,2023-09-28
24059,中華民國,人之初性本善,2023-10-06
21839,中華民國,動物感傷の清晨,2023-10-13
13900,中華民國,不散（4K修復版）,2023-08-11
25737,中華民國,穿著旗袍的女孩,2024-09-06
24214,中華民國,妖怪森林,2024-01-19
23934,中華民國,壞男孩,2024-01-05
25587,中華民國,鑽石水族世界,2023-10-21
24752,中華民國,小子,2024-02-08
12236,中華民國,彩雲飛,2019-01-19
15876,中華民國,現場·戰場·夢工場,2020-10-25
22615,中華民國,春日郊遊/推特事/塑膠情人,2023-04-22
22613,中華民國,情書/鷺鷥河/二重奏/返來呷飯,2023-04-23
22687,中華民國,春水奇譚/屍舞/有了？！,2023-04-23
22614,中華民國,魍神之夜/食夢者/殭屍外公,2023-04-22
26511,中華民國,我是一片雲〈修復版〉,2023-12-29
12575,中華民國,風兒踢踏踩,2019-10-19
24277,中國大陸,龍馬精神,2023-05-12
23465,中國大陸,一直一直都很喜歡你,2023-06-30
25213,中國大陸,海的盡頭是草原,2023-09-01
25415,中國大陸,峰爆,2023-09-15
24240,中國大陸,破碎太陽之心,2023-04-29
26428,中國大陸,絕地追擊,2023-12-08
24221,中國大陸,熱帶往事,2023-06-02
24132,中國大陸,古董局中局,2023-06-02
16612,大陸,蘇州河,2020-08-28
23886,土耳其,炎日,2023-05-12
26314,土耳其,春風勁草,2023-12-29
29157,蘇丹,再見了！茱莉亞,2024-12-13
26856,韓國,破墓,2024-03-08
19169,韓國,薩滿,2021-08-25
27237,韓國,犯罪都市4,2024-04-26
28309,韓國,SEVENTEEN TOUR 'FOLLOW' AGAIN TO CINEMAS,2024-08-21
28784,韓國,再見，福寶,2024-10-04
27809,韓國,亡命機劫,2024-06-21
28112,韓國,BLACKPINK WORLD TOUR [BORN PINK] IN CINEMAS,2024-07-31
28010,韓國,寂噤計畫,2024-07-17
28349,韓國,變身機長,2024-08-23
28533,韓國,JUNG KOOK: I AM STILL,2024-09-18
28477,韓國,aespa: MY First page,2024-09-06
27053,韓國,屍咒,2024-04-03
28164,韓國,絕地逃生,2024-08-02
26696,韓國,外星+人2：回到未來,2024-02-07
28929,韓國,辣手警探2,2024-10-18
27048,韓國, SUGA | Agust D TOUR ‘D-DAY’ THE MOVIE,2024-04-10
28479,韓國,鬼花園 : 詛咒,2024-09-13
27722,韓國,超完美暗殺隊,2024-06-07
29439,韓國,聽說,2024-12-06
29715,韓國,IVE The 1st World Tour in Cinema,2024-12-27
27606,韓國,她死了,2024-05-31
27933,韓國,找死凶宅,2024-07-05
29406,韓國,"HIGHLIGHT “LIGHTS GO ON, AGAIN” IN CINEMA",2024-11-15
27222,韓國,神鬼對決,2024-04-19
29470,韓國,心葬,2024-11-22
26661,韓國,金派特攻隊,2024-01-26
29501,韓國,Baekhyun: Lonsdaleite [dot] in Cinemas,2024-11-29
27236,韓國,aespa: WORLD TOUR in Cinemas,2024-04-24
29553,韓國,"RM:Right People, Wrong Place",2024-12-05
29630,韓國,窺鏡,2024-12-13
26562,韓國,鬼媽媽的假期,2024-01-05
28880,韓國,JUNG KOOK: I AM STILL THE PARTY EDITION,2024-10-11
29608,韓國,NCT DREAM Mystery Lab: DREAM( )SCAPE in Cinemas,2024-12-11
14880,韓國,EYES ON ME : THE MOVIE,2020-06-24
29235,韓國,在熙的男，朋友,2024-11-08
19640,韓國,攔截聲命線,2021-10-08
27534,韓國,首爾單身日記,2024-09-20
26786,韓國,BTOB,2024-03-08
28506,韓國,邪體：鬼拼屠,2024-12-13
27876,韓國,60分鐘亡命直播,2024-06-28
26596,韓國,露梁：死亡之海,2024-01-12
26776,韓國,日日好狗日,2024-02-23
28918,韓國,TAEYONG: TY TRACK IN CINEMAS,2024-10-16
28490,韓國,警賊黑白衝,2024-09-13
28047,韓國,塔羅牌,2024-07-24
29099,韓國,非普通家族,2024-11-01
26950,韓國,惡獸之戰,2024-03-22
28384,韓國,XIA CONCERT MOVIE CHAPTER 1：RECREATION,2024-08-30
28638,韓國,當我的指尖觸碰到你的溫度時,2024-10-04
29007,韓國,幸福國度,2024-11-08
29249,韓國,薩滿新娘,2024-11-15
28760,韓國,恐怖日常怪談,2024-12-20
28475,韓國,FIGHTING！女孩們,2024-11-22
28086,韓國,愛殺特攻隊,2024-10-10
27417,韓國,惡鄰羅曼史,2024-05-10
28271,韓國,《劇場版 SUPER WINGS：究極加速》,2024-09-27
19243,韓國,腦海中的橡皮擦,2021-09-17
26911,韓國,下女的誘惑 經典重映,2024-03-15
28270,韓國,那年夏天，想見妳,2024-09-27
26509,韓國,韓國都市恐怖怪談：詭手,2024-01-05
26806,韓國,Strike！娜英,2024-03-29
27763,韓國,彼此的日子 In Our Day,2024-07-05
29371,韓國,旅人所嚮,2024-12-13
29656,韓國,EPIK HIGH 20 THE MOVIE,2024-12-27
26618,韓國,美麗的聲音,2024-01-19
29085,盧森堡,皇后復仇中,2024-10-25
27070,澳洲,超危險警探,2024-04-03
28000,德國,200%小狼人,2024-09-07
26705,德國,失控教室,2024-02-21
27821,德國,56種喝采,2024-07-05
27833,德國,怪奇家族,2024-08-07
25861,德國,野火蔓延時,2023-11-24
26477,德國,戰火下的小狐狸,2024-01-19
26571,德國,金髮毒藥,2024-06-28
28526,德國,飛鳥總動員,2024-10-04
26307,德國,全面監視,2024-05-17
17414,德國,未來的我們,2020-11-27
26427,德國,巴赫曼-沙漠追愛之旅,2024-01-05
27553,墨西哥/西班牙,維莉狄雅娜,2024-06-02
26956,墨西哥,最後一次的生日派對,2024-03-22
28987,墨西哥,惡夢偵相,2024-10-18
27552,墨西哥,被遺忘的人,2024-05-25
27554,墨西哥,泯滅天使,2024-05-28
28456,蒙古,薩滿男孩,2024-09-27
27233,蒙古,如果我可以冬眠,2024-04-26
29617,義大利/法國,愛與怒,2024-12-19
26917,義大利,盜墓奇美拉,2024-04-19
27360,義大利,如果可以再死一次,2024-05-17
27229,義大利,少年的漂浪旅程,2024-05-03
28179,義大利,我們還有明天,2024-08-30
27511,義大利,教宗家的小兒子,2024-07-05
28212,義大利,流浪吉普賽,2024-09-13
26619,義大利,歡迎光臨黑手黨餐廳,2024-02-02
26730,義大利,蓋世怪胎,2024-02-23
26873,義大利,盛夏最溫暖的初戀,2024-03-22
27548,義大利,不存在的騎士,2024-05-24
26756,瑞典,鬼影直播,2024-02-23
28674,瑞士/法國/義大利,生活瑣事,2024-10-26
28158,瑞士, 情慾出走的女人,2024-08-09
28302,新加坡,流氓驅魔師,2024-09-20
28219,新加坡,小孩不笨3,2024-09-03
27047,新加坡,錢不夠用3：全部夠用,2024-04-30
29155,愛爾蘭,罪惡對決,2024-11-02
29084,愛爾蘭,這就是聖誕節,2024-12-13
26803,愛沙尼亞,踹你死功夫,2024-05-24
27549,奧地利/瑞典,柏格曼的幽靈,2024-05-27
28829,奧地利,富豪遊戲,2024-11-29
28461,越南,湄公河水鬼,2024-09-06
26817,越南,鬼怨偶,2024-03-01
27768,越南,媽的人生願望,2024-06-21
27030,越南,再愛一次,2024-04-12
27836,越南,鬼厄犬,2024-06-28
29718,越南,鬼妹,2024-12-27
29086,菲律賓,草迷宮恐怖殺人事件,2024-11-01
27989,智利,血色之路,2024-10-01
25081,斯里蘭卡,人類之巔3,2024-07-22
29011,荷蘭,靠近維梅爾,2024-11-08
26543,泰國,鬼聲泣,2024-01-08
27654,泰國,金孫爆富攻略,2024-06-21
29096,泰國,鬼聲泣2,2024-10-31
28569,泰國,屍控戰場,2024-09-20
28280,泰國,跳越時空的愛戀,2024-08-23
27521,泰國,屍油降,2024-06-14
27372,泰國,鬼妻塚,2024-05-10
26990,泰國,鬼面女,2024-03-29
28279,泰國,猛鬼大學：邪無止禁,2024-09-06
27784,泰國,猛鬼聲泣泣,2024-07-05
29717,泰國,死命必達,2024-12-27
29428,泰國,鬼碟仙,2024-11-22
26631,泰國,邪妓,2024-01-26
28301,泰國,哈囉！萌鬼屋,2024-08-30
28647,泰國,鬼禁地,2024-10-25
26647,泰國,他的最後一個朋友,2024-01-19
29610,泰國,404宿靈速速逃,2024-12-13
28269,泰國,暹羅詛咒,2024-08-16
27736,泰國,分期付款愛上你,2024-06-21
29063,泰國,荊棘天堂,2024-11-08
18137,泰國,鬼影,2021-02-10
28508,泰國,惡業,2024-09-20
27108,泰國,屍控大賣場,2024-04-23
28485,泰國,可恨的初戀！,2024-09-20
26752,泰國,唐人街恰恰,2024-02-23
18053,挪威,女畫家與偷畫賊,2021-05-14
28082,挪威,荒野心家園,2024-09-13
27645,挪威,催眠,2024-08-23
27550,哥斯大黎加/哥倫比亞,馬奎斯之愛與群魔,2024-05-24
27383,香港,九龍城寨之圍城,2024-05-17
29190,香港,焚城,2024-11-08
29429,香港,破·地獄,2024-11-19
26612,香港,臨時劫案,2024-01-23
29635,香港,誤判,2024-12-27
27822,香港,海關戰線,2024-07-05
27002,香港,但願人長久,2024-03-26
26743,香港,七月返歸,2024-02-07
23519,香港,2046 4K數位修復版,2022-11-14
29012,香港,我談的那場戀愛,2024-11-11
28167,香港,怨泊,2024-08-02
16139,香港,東邪西毒：終極版(數位粵語版),2020-06-19
26919,香港,白晝如焚,2024-04-02
28509,香港,武替道,2024-09-30
17126,香港,幻愛,2020-10-15
19986,香港,濁水漂流,2021-11-19
